,english_tokens,is_polarize,polarity
36878,walker,False,Neu
36879,wallenberg,False,Neu
36880,wallow,False,Neu
36881,warily,False,Neu
36882,warms,True,Pos
36883,wassenaar,False,Neu
36884,wat,False,Neu
36885,waterboarding,False,Neu
36886,wavebands,False,Neu
36887,wavers,False,Neu
36888,waxed,False,Neu
36889,wayne,False,Neu
36890,wearying,False,Neu
36891,wedged,False,Neu
36892,weeded,False,Neu
36893,weil,False,Neu
36894,welfarism,False,Neu
36895,wellington,False,Neu
36896,wellness,True,Pos
36897,welshman,False,Neu
36898,wesley,False,Neu
36899,westward,False,Neu
36900,wettest,False,Neu
36901,whispers,False,Neu
36902,whistling,False,Neu
36903,wickedness,True,Neg
36904,wickremesinghe,False,Neu
36905,wideranging,False,Neu
36906,widowed,True,Neg
36907,widths,False,Neu
36908,wilfried,False,Neu
36909,wilfulness,False,Neu
36910,wilma,False,Neu
36911,windfalls,False,Neu
36912,winegrower,False,Neu
36913,wineries,False,Neu
36914,winnie,False,Neu
36915,wired,False,Neu
36916,wissam,False,Neu
36917,witold,False,Neu
36918,witted,False,Neu
36919,wittingly,False,Neu
36920,woeful,True,Neg
36921,woody,False,Neu
36922,worcestershire,False,Neu
36923,workaday,False,Neu
36924,workspace,False,Neu
36925,worthlessness,False,Neu
36926,woschnagg,False,Neu
36927,wreaks,False,Neu
36928,wretch,False,Neu
36929,wretchedness,False,Neu
36930,wright,False,Neu
36931,wrinkle,False,Neu
36932,wrung,False,Neu
36933,wur,False,Neu
36934,xaver,False,Neu
36935,xavier,False,Neu
36936,xenophobe,False,Neu
36937,xii,False,Neu
36938,xinhua,False,Neu
36939,xx,False,Neu
36940,xxi,False,Neu
36941,xxiii,False,Neu
36942,xxxth,False,Neu
36943,yearbook,False,Neu
36944,yeats,False,Neu
36945,yellowfin,False,Neu
36946,yesteryear,False,Neu
36947,yezidi,False,Neu
36948,yogyakarta,False,Neu
36949,yongbyong,False,Neu
36950,yoshkar,False,Neu
36951,yugoslavs,False,Neu
36952,yvonne,False,Neu
36953,z.,False,Neu
36954,zahradil,False,Neu
36955,zambezi,False,Neu
36956,zambian,False,Neu
36957,zani,False,Neu
36958,zavadskaya,False,Neu
36959,zerp,False,Neu
36960,zhang,False,Neu
36961,zia,False,Neu
36962,zincs,False,Neu
36963,zipper,False,Neu
36964,zoe,False,Neu
36965,zola,False,Neu
36966,zug,False,Neu
36967,zwiefka,False,Neu
36968,zypries,False,Neu
36969,züricher,False,Neu
36970,éé,False,Neu
36971,ééé,False,Neu
36972,êêå,False,Neu
36973,ìeda,False,Neu
36974,í2,False,Neu
36975,überlingen,False,Neu
36976,üsküdar,False,Neu
36977,œnological,False,Neu
36978,świnoujście,False,Neu
36979,εec,False,Neu
36980,ειτ,False,Neu
36981,μyanmar,False,Neu
36982,-10,False,Neu
36983,-1999,False,Neu
36984,-20ºc,False,Neu
36985,-24,False,Neu
36986,-6,False,Neu
36987,-7,False,Neu
36988,-a,False,Neu
36989,-before,False,Neu
36990,-environmental,False,Neu
36991,-i,False,Neu
36992,-including,False,Neu
36993,-mail,False,Neu
36994,-mails,False,Neu
36995,-mr,False,Neu
36996,-plus,False,Neu
36997,-style,False,Neu
36998,-that,False,Neu
36999,-there,False,Neu
37000,-why,False,Neu
37001,......,False,Neu
37002,.......,False,Neu
37003,.a,False,Neu
37004,.europe,False,Neu
37005,.kid,False,Neu
37006,.like,True,Pos
37007,.mrs,False,Neu
37008,0.02,False,Neu
37009,0.10,False,Neu
37010,0.27,False,Neu
37011,0.30,False,Neu
37012,0.34,False,Neu
37013,0.43,False,Neu
37014,0.48,False,Neu
37015,0.84,False,Neu
37016,0.86,False,Neu
37017,0.87,False,Neu
37018,0.95,False,Neu
37019,000-metre,False,Neu
37020,005,False,Neu
37021,007,False,Neu
37022,008,False,Neu
37023,016,False,Neu
37024,0189a,False,Neu
37025,028,False,Neu
37026,0488,False,Neu
37027,0489,False,Neu
37028,0499,False,Neu
37029,050,False,Neu
37030,0501,False,Neu
37031,0502,False,Neu
37032,0503,False,Neu
37033,0504,False,Neu
37034,0507,False,Neu
37035,0509,False,Neu
37036,051,False,Neu
37037,0521,False,Neu
37038,0531,False,Neu
37039,0539,False,Neu
37040,0541,False,Neu
37041,0549,False,Neu
37042,0550,False,Neu
37043,056,False,Neu
37044,0565,False,Neu
37045,0568,False,Neu
37046,0569,False,Neu
37047,0570,False,Neu
37048,0572,False,Neu
37049,0574,False,Neu
37050,0575,False,Neu
37051,0576,False,Neu
37052,0578,False,Neu
37053,0580,False,Neu
37054,0581,False,Neu
37055,0582,False,Neu
37056,0586,False,Neu
37057,0589,False,Neu
37058,0590,False,Neu
37059,0595,False,Neu
37060,0597,False,Neu
37061,0600,False,Neu
37062,0618,False,Neu
37063,0624,False,Neu
37064,0625,False,Neu
37065,0633,False,Neu
37066,0641,False,Neu
37067,0644,False,Neu
37068,0647,False,Neu
37069,0655,False,Neu
37070,0657,False,Neu
37071,0660,False,Neu
37072,0665,False,Neu
37073,0666,False,Neu
37074,0680,False,Neu
37075,0682,False,Neu
37076,0683,False,Neu
37077,0685,False,Neu
37078,0688,False,Neu
37079,0689,False,Neu
37080,0692,False,Neu
37081,0694,False,Neu
37082,0699,False,Neu
37083,0700,False,Neu
37084,0702,False,Neu
37085,0704,False,Neu
37086,0707,False,Neu
37087,0708,False,Neu
37088,0711,False,Neu
37089,0713,False,Neu
37090,0714,False,Neu
37091,0716,False,Neu
37092,0718,False,Neu
37093,0724,False,Neu
37094,0725,False,Neu
37095,0726,False,Neu
37096,0732,False,Neu
37097,0734,False,Neu
37098,0735,False,Neu
37099,0736,False,Neu
37100,0741,False,Neu
37101,0746,False,Neu
37102,0753,False,Neu
37103,0764,False,Neu
37104,0767,False,Neu
37105,0768,False,Neu
37106,0769,False,Neu
37107,0775,False,Neu
37108,0795,False,Neu
37109,0804,False,Neu
37110,0808,False,Neu
37111,0809,False,Neu
37112,0810,False,Neu
37113,0818,False,Neu
37114,0821,False,Neu
37115,0830,False,Neu
37116,084,False,Neu
37117,09.00,False,Neu
37118,0901,False,Neu
37119,0902,False,Neu
37120,09388,False,Neu
37121,"1,300",False,Neu
37122,"1,400",False,Neu
37123,1-a,False,Neu
37124,1-b,False,Neu
37125,1.004,False,Neu
37126,1.128,False,Neu
37127,1.21,False,Neu
37128,1.26,False,Neu
37129,1.3.2,False,Neu
37130,1.36,False,Neu
37131,1.84,False,Neu
37132,1.93,False,Neu
37133,10.25,False,Neu
37134,10.35,False,Neu
37135,10.9,False,Neu
37136,100-kilometre,False,Neu
37137,100.7,False,Neu
37138,1001,False,Neu
37139,1004,False,Neu
37140,1018,False,Neu
37141,10317,False,Neu
37142,1035,False,Neu
37143,1043,False,Neu
37144,105.3,False,Neu
37145,1051,False,Neu
37146,10674,False,Neu
37147,1073,False,Neu
37148,10893,False,Neu
37149,109.5,False,Neu
37150,10950,False,Neu
37151,10972,False,Neu
37152,11.06,False,Neu
37153,11.2,False,Neu
37154,11.37,False,Neu
37155,11.47,False,Neu
37156,11.49,False,Neu
37157,11.56,False,Neu
37158,11.58,False,Neu
37159,11047,False,Neu
37160,11146,False,Neu
37161,111a,False,Neu
37162,11212,False,Neu
37163,115.5,False,Neu
37164,11784,False,Neu
37165,11785,False,Neu
37166,118a,False,Neu
37167,11b,False,Neu
37168,"12,000",False,Neu
37169,12-member,False,Neu
37170,12-months,False,Neu
37171,12-nautical,False,Neu
37172,12-tonne,False,Neu
37173,12.26,False,Neu
37174,12.36,False,Neu
37175,12.51,False,Neu
37176,12175,False,Neu
37177,1228,False,Neu
37178,1229,False,Neu
37179,12487,False,Neu
37180,12695,False,Neu
37181,1273,False,Neu
37182,12733,False,Neu
37183,1279,False,Neu
37184,1292,False,Neu
37185,13.05,False,Neu
37186,13.8,False,Neu
37187,130.5,False,Neu
37188,130s,False,Neu
37189,131.6,False,Neu
37190,13114,False,Neu
37191,1333,False,Neu
37192,1334,False,Neu
37193,13464,False,Neu
37194,1359,False,Neu
37195,13886,False,Neu
37196,138a,False,Neu
37197,13h,False,Neu
37198,14-day,False,Neu
37199,14.34,False,Neu
37200,14.7,False,Neu
37201,14000,False,Neu
37202,14001,False,Neu
37203,14207,False,Neu
37204,1434,False,Neu
37205,1452,False,Neu
37206,14614,False,Neu
37207,14628,False,Neu
37208,14644,False,Neu
37209,14645,False,Neu
37210,147-acre,False,Neu
37211,147th,False,Neu
37212,1481,False,Neu
37213,14845,False,Neu
37214,14848,False,Neu
37215,14867,False,Neu
37216,1493,False,Neu
37217,15-,False,Neu
37218,15-day,False,Neu
37219,15-nation,False,Neu
37220,15-page,False,Neu
37221,15-state,False,Neu
37222,15.3,False,Neu
37223,15.4,False,Neu
37224,15.8,False,Neu
37225,1511,False,Neu
37226,1540,False,Neu
37227,15525,False,Neu
37228,156.8,False,Neu
37229,16-week,False,Neu
37230,16.10,False,Neu
37231,16.11,False,Neu
37232,16.2,False,Neu
37233,16.30,False,Neu
37234,16.7,False,Neu
37235,16.8,False,Neu
37236,1601,False,Neu
37237,1628,False,Neu
37238,1657,False,Neu
37239,1683,False,Neu
37240,1689,False,Neu
37241,1690,False,Neu
37242,16b,False,Neu
37243,17.4,False,Neu
37244,17.6,False,Neu
37245,17.9,False,Neu
37246,"170,000",False,Neu
37247,1762,False,Neu
37248,1785,False,Neu
37249,17p,False,Neu
37250,1809,False,Neu
37251,1830,False,Neu
37252,1845,False,Neu
37253,1856,False,Neu
37254,1860s,False,Neu
37255,1864,False,Neu
37256,1870s,False,Neu
37257,1871,False,Neu
37258,1890,False,Neu
37259,1893,False,Neu
37260,1896,False,Neu
37261,1898,False,Neu
37262,18a,False,Neu
37263,19.05,False,Neu
37264,19.1,False,Neu
37265,19.30,False,Neu
37266,19.35,False,Neu
37267,19.4,False,Neu
37268,19.45,False,Neu
37269,19.55,False,Neu
37270,19.6,False,Neu
37271,"190,000",False,Neu
37272,1905,False,Neu
37273,1923,False,Neu
37274,1924,False,Neu
37275,1928,False,Neu
37276,1930,False,Neu
37277,1931,False,Neu
37278,1932,False,Neu
37279,1c,False,Neu
37280,1d,False,Neu
37281,2-,False,Neu
37282,2.02,False,Neu
37283,2.26,False,Neu
37284,2.45,False,Neu
37285,2.58,False,Neu
37286,2.65,False,Neu
37287,20-day,False,Neu
37288,20-fold,False,Neu
37289,20-metre,False,Neu
37290,20-week,False,Neu
37291,20.3,False,Neu
37292,20.69,False,Neu
37293,20.8,False,Neu
37294,200-year,False,Neu
37295,2002-,False,Neu
37296,2006-,False,Neu
37297,2007-,False,Neu
37298,2028,False,Neu
37299,2029,False,Neu
37300,2039,False,Neu
37301,2042,False,Neu
37302,2044,False,Neu
37303,2045,False,Neu
37304,2061,False,Neu
37305,2064,False,Neu
37306,2065,False,Neu
37307,2071,False,Neu
37308,2087,False,Neu
37309,2089,False,Neu
37310,2098,False,Neu
37311,20a,False,Neu
37312,21-year,False,Neu
37313,21.02.06,False,Neu
37314,21.3,False,Neu
37315,21.35,False,Neu
37316,2104,False,Neu
37317,2105,False,Neu
37318,2109,False,Neu
37319,2111,False,Neu
37320,2128,False,Neu
37321,2132,False,Neu
37322,2138,False,Neu
37323,2140,False,Neu
37324,2144,False,Neu
37325,2146,False,Neu
37326,2160,False,Neu
37327,2162,False,Neu
37328,2163,False,Neu
37329,2169,False,Neu
37330,2170,False,Neu
37331,2172,False,Neu
37332,2176,False,Neu
37333,2182,False,Neu
37334,2183,False,Neu
37335,2188,False,Neu
37336,2190,False,Neu
37337,2195,False,Neu
37338,2198,False,Neu
37339,2199,False,Neu
37340,21a,False,Neu
37341,22.682,False,Neu
37342,22.75,False,Neu
37343,2202,False,Neu
37344,2204,False,Neu
37345,2217,False,Neu
37346,2224,False,Neu
37347,2229,False,Neu
37348,2230,False,Neu
37349,2235,False,Neu
37350,2237,False,Neu
37351,2239,False,Neu
37352,2241,False,Neu
37353,2246,False,Neu
37354,2248,False,Neu
37355,2254,False,Neu
37356,2255,False,Neu
37357,2256,False,Neu
37358,2266,False,Neu
37359,2272,False,Neu
37360,2274,False,Neu
37361,2280,False,Neu
37362,2281,False,Neu
37363,2282,False,Neu
37364,2283,False,Neu
37365,2294,False,Neu
37366,2298,False,Neu
37367,22a,False,Neu
37368,23.1,False,Neu
37369,23.55,False,Neu
37370,23.7,False,Neu
37371,23.8,False,Neu
37372,2300,False,Neu
37373,2302,False,Neu
37374,2319,False,Neu
37375,2321,False,Neu
37376,2323,False,Neu
37377,2324,False,Neu
37378,2325,False,Neu
37379,2327,False,Neu
37380,2335,False,Neu
37381,2337,False,Neu
37382,2340,False,Neu
37383,2341,False,Neu
37384,2342,False,Neu
37385,237.5,False,Neu
37386,24.2,False,Neu
37387,24.5,False,Neu
37388,2496,False,Neu
37389,25-,False,Neu
37390,"250,000",False,Neu
37391,257,False,Neu
37392,26.5,False,Neu
37393,26.6,False,Neu
37394,2667,False,Neu
37395,26a,False,Neu
37396,27-times,False,Neu
37397,28-year,False,Neu
37398,28.8,False,Neu
37399,28.9,False,Neu
37400,2815,False,Neu
37401,282,False,Neu
37402,2826,False,Neu
37403,2847,False,Neu
37404,2941,False,Neu
37405,2c,False,Neu
37406,2d,False,Neu
37407,2ºc,False,Neu
37408,"3,300",False,Neu
37409,"3,500",False,Neu
37410,3-litre,False,Neu
37411,3.10,False,Neu
37412,3.12,False,Neu
37413,3.15,False,Neu
37414,3.40,False,Neu
37415,3.75,False,Neu
37416,3.87,False,Neu
37417,30-day,False,Neu
37418,30.1,False,Neu
37419,3053,False,Neu
37420,3062,False,Neu
37421,31.9,False,Neu
37422,3200,False,Neu
37423,321,False,Neu
37424,3227,False,Neu
37425,33.5,False,Neu
37426,343,False,Neu
37427,3448,False,Neu
37428,34th,False,Neu
37429,35-page,False,Neu
37430,35.4,False,Neu
37431,35.5,False,Neu
37432,3500,False,Neu
37433,3508,False,Neu
37434,3582,False,Neu
37435,36.1,False,Neu
37436,3611,False,Neu
37437,3653,False,Neu
37438,366a,False,Neu
37439,3676,False,Neu
37440,3690,False,Neu
37441,36th,False,Neu
37442,37.1,False,Neu
37443,37.5,False,Neu
37444,37.6,False,Neu
37445,371,False,Neu
37446,3710,False,Neu
37447,374,False,Neu
37448,"38,000",False,Neu
37449,39.6,False,Neu
37450,3900,False,Neu
37451,3911,False,Neu
37452,395,False,Neu
37453,397,False,Neu
37454,39th,False,Neu
37455,3db,False,Neu
37456,"4,000",False,Neu
37457,"4,500",False,Neu
37458,4-year,False,Neu
37459,4.10,False,Neu
37460,4.40,False,Neu
37461,4.45,False,Neu
37462,4.55,False,Neu
37463,4.65,False,Neu
37464,4.72,False,Neu
37465,4.75,False,Neu
37466,4.85,False,Neu
37467,40-day,False,Neu
37468,40-plus,False,Neu
37469,40.8,False,Neu
37470,40.82,False,Neu
37471,"400,000",False,Neu
37472,408,False,Neu
37473,4101,False,Neu
37474,411,False,Neu
37475,42.6,False,Neu
37476,42.82,False,Neu
37477,421,False,Neu
37478,429,False,Neu
37479,43.7,False,Neu
37480,44.3,False,Neu
37481,44.6,False,Neu
37482,44.8,False,Neu
37483,444,False,Neu
37484,445,False,Neu
37485,448,False,Neu
37486,451,False,Neu
37487,46.6,False,Neu
37488,466,False,Neu
37489,474,False,Neu
37490,478,False,Neu
37491,49.2,False,Neu
37492,49.8,False,Neu
37493,494,False,Neu
37494,497,False,Neu
37495,498,False,Neu
37496,4x4s,False,Neu
37497,5.37,False,Neu
37498,5.40,False,Neu
37499,5.55,False,Neu
37500,5.5bn,False,Neu
37501,"500,000",False,Neu
37502,504,False,Neu
37503,508,False,Neu
37504,509,False,Neu
37505,50p,False,Neu
37506,510,False,Neu
37507,5133,False,Neu
37508,519,False,Neu
37509,522.5,False,Neu
37510,52nd,False,Neu
37511,53.1,False,Neu
37512,5387,False,Neu
37513,5388,False,Neu
37514,54.4,False,Neu
37515,542,False,Neu
37516,546,False,Neu
37517,547,False,Neu
37518,55.8,False,Neu
37519,554,False,Neu
37520,557,False,Neu
37521,5583,False,Neu
37522,55s,False,Neu
37523,56-hour,False,Neu
37524,561,False,Neu
37525,572,False,Neu
37526,577,False,Neu
37527,579,False,Neu
37528,582,False,Neu
37529,583,False,Neu
37530,584,False,Neu
37531,591,False,Neu
37532,594,False,Neu
37533,597,False,Neu
37534,599,False,Neu
37535,6-year,False,Neu
37536,6.40,False,Neu
37537,6.44,False,Neu
37538,6.50,False,Neu
37539,6.55,False,Neu
37540,60-hour,False,Neu
37541,60-tonners,False,Neu
37542,6002,False,Neu
37543,608,False,Neu
37544,62.2,False,Neu
37545,6211,False,Neu
37546,6220,False,Neu
37547,6281,False,Neu
37548,629,False,Neu
37549,633,False,Neu
37550,637,False,Neu
37551,641,False,Neu
37552,646,False,Neu
37553,647,False,Neu
37554,649,False,Neu
37555,651,False,Neu
37556,654,False,Neu
37557,669,False,Neu
37558,674,False,Neu
37559,689,False,Neu
37560,6900,False,Neu
37561,691,False,Neu
37562,698,False,Neu
37563,6b,False,Neu
37564,7-point,False,Neu
37565,7.50,False,Neu
37566,70-year,False,Neu
37567,701,False,Neu
37568,705,False,Neu
37569,706,False,Neu
37570,70th,False,Neu
37571,71.7,False,Neu
37572,712,False,Neu
37573,714,False,Neu
37574,719,False,Neu
37575,721,False,Neu
37576,722,False,Neu
37577,724,False,Neu
37578,729,False,Neu
37579,738,False,Neu
37580,74.7,False,Neu
37581,74.8,False,Neu
37582,741,False,Neu
37583,746,False,Neu
37584,"75,000",False,Neu
37585,755,False,Neu
37586,756,False,Neu
37587,7595,False,Neu
37588,763,False,Neu
37589,764,False,Neu
37590,767,False,Neu
37591,768,False,Neu
37592,771,False,Neu
37593,774,False,Neu
37594,782,False,Neu
37595,784,False,Neu
37596,787.5,False,Neu
37597,8-month,False,Neu
37598,8.05,False,Neu
37599,8.10,False,Neu
37600,8.40,False,Neu
37601,8.55,False,Neu
37602,801,False,Neu
37603,807,False,Neu
37604,817,False,Neu
37605,821,False,Neu
37606,824,False,Neu
37607,8263,False,Neu
37608,833,False,Neu
37609,838,False,Neu
37610,842,False,Neu
37611,843,False,Neu
37612,850.5,False,Neu
37613,851,False,Neu
37614,86.3,False,Neu
37615,8605,False,Neu
37616,87-year,False,Neu
37617,871,False,Neu
37618,876,False,Neu
37619,878,False,Neu
37620,888,False,Neu
37621,8951,False,Neu
37622,8c,False,Neu
37623,9.1,False,Neu
37624,9.10,False,Neu
37625,9.35,False,Neu
37626,9.65,False,Neu
37627,9.8,False,Neu
37628,90-minute,False,Neu
37629,"900,000",False,Neu
37630,9085,False,Neu
37631,91.6,False,Neu
37632,910,False,Neu
37633,912,False,Neu
37634,914,False,Neu
37635,916,False,Neu
37636,918,False,Neu
37637,92.5,False,Neu
37638,927,False,Neu
37639,930,False,Neu
37640,948,False,Neu
37641,95.3,False,Neu
37642,954,False,Neu
37643,965,False,Neu
37644,97.5,False,Neu
37645,98.3,False,Neu
37646,9802,False,Neu
37647,9803,False,Neu
37648,989,False,Neu
37649,99.7,False,Neu
37650,99.8,False,Neu
37651,9923,False,Neu
37652,9924,False,Neu
37653,995,False,Neu
37654,998,False,Neu
37655,a-3015,False,Neu
37656,a-3035,False,Neu
37657,a-3042,False,Neu
37658,a32,False,Neu
37659,a400,False,Neu
37660,a6-,False,Neu
37661,a75,False,Neu
37662,a9,False,Neu
37663,aan,False,Neu
37664,abac,False,Neu
37665,abacha,False,Neu
37666,abad,False,Neu
37667,abasing,False,Neu
37668,abdallah,False,Neu
37669,abductors,False,Neu
37670,abducts,False,Neu
37671,abel,False,Neu
37672,aberfan,False,Neu
37673,aberthaw,False,Neu
37674,abhorred,True,Neg
37675,abjectly,False,Neu
37676,abn,False,Neu
37677,abominably,False,Neu
37678,abominate,False,Neu
37679,abortifacient,False,Neu
37680,abortus,False,Neu
37681,abril,False,Neu
37682,absentees,True,Neg
37683,absents,False,Neu
37684,absorbable,False,Neu
37685,abstainers,False,Neu
37686,abubakar,False,Neu
37687,abusively,True,Neg
37688,abut,False,Neu
37689,abutere,False,Neu
37690,abéché,False,Neu
37691,ac53,False,Neu
37692,ac55,False,Neu
37693,acceptably,True,Pos
37694,acceptances,True,Pos
37695,acciai,False,Neu
37696,acclimatised,False,Neu
37697,accolades,False,Neu
37698,accommodative,False,Neu
37699,accruals,False,Neu
37700,accursed,False,Neu
37701,accusers,False,Neu
37702,acehnese,False,Neu
37703,aceralia,False,Neu
37704,aces,False,Neu
37705,acetates,False,Neu
37706,ach,False,Neu
37707,aches,True,Neg
37708,achievability,False,Neu
37709,achmar,False,Neu
37710,acholi,False,Neu
37711,acholiland,False,Neu
37712,acitivites,False,Neu
37713,acquiescent,False,Neu
37714,actionaid,False,Neu
37715,actuality,False,Neu
37716,addressee,False,Neu
37717,addressees,False,Neu
37718,adena,False,Neu
37719,adenuaer,False,Neu
37720,adipose,False,Neu
37721,adjectivally,False,Neu
37722,adjoins,False,Neu
37723,adjudged,False,Neu
37724,adjudications,False,Neu
37725,adjustable,False,Neu
37726,administrated,False,Neu
37727,admires,True,Pos
37728,admonished,True,Neg
37729,admonishing,False,Neu
37730,admonitory,False,Neu
37731,adonino,False,Neu
37732,adore,True,Pos
37733,adorning,True,Pos
37734,adriana,False,Neu
37735,adrien,False,Neu
37736,adroitness,False,Neu
37737,adulated,False,Neu
37738,adumbrated,False,Neu
37739,aerials,False,Neu
37740,aeschylus,False,Neu
37741,aesthetics,False,Neu
37742,affability,False,Neu
37743,affective,False,Neu
37744,affidavit,False,Neu
37745,affiliate,False,Neu
37746,afghanistan-,False,Neu
37747,afrique,False,Neu
37748,afssa,False,Neu
37749,afzali,False,Neu
37750,ageism,False,Neu
37751,aggressions,True,Neg
37752,agility,False,Neu
37753,agincourt,False,Neu
37754,agios,False,Neu
37755,agonies,False,Neu
37756,agonised,True,Neg
37757,agonists,False,Neu
37758,agreeably,True,Pos
37759,agrigente,False,Neu
37760,agrimonetary,False,Neu
37761,agritourism,False,Neu
37762,agrochemical,False,Neu
37763,agroforestry,False,Neu
37764,agronomy,False,Neu
37765,aharonot,False,Neu
37766,ahmadi,False,Neu
37767,ahmadiyya,False,Neu
37768,ahmadu,False,Neu
37769,aho,False,Neu
37770,ahold,False,Neu
37771,ahwazi,False,Neu
37772,ai,False,Neu
37773,aia,False,Neu
37774,aidhm,False,Neu
37775,aigner,False,Neu
37776,airbrushed,False,Neu
37777,airbuses,False,Neu
37778,airforces,False,Neu
37779,airfreight,False,Neu
37780,airmanship,False,Neu
37781,airship,False,Neu
37782,airtime,False,Neu
37783,airy,False,Neu
37784,ais,False,Neu
37785,aisle,False,Neu
37786,aisles,False,Neu
37787,aitzaz,False,Neu
37788,ajar,False,Neu
37789,ajello,False,Neu
37790,ak,False,Neu
37791,ak-47s,False,Neu
37792,akari,False,Neu
37793,akel,False,Neu
37794,akim,False,Neu
37795,aksa,False,Neu
37796,alamos,False,Neu
37797,alarmists,True,Neg
37798,alawi,False,Neu
37799,albanianisation,False,Neu
37800,albion,False,Neu
37801,alca,False,Neu
37802,alcan,False,Neu
37803,alchemists,False,Neu
37804,alcoholics,False,Neu
37805,alcopop,False,Neu
37806,aldo,False,Neu
37807,aldonas,False,Neu
37808,aldous,False,Neu
37809,alec,False,Neu
37810,alevi,False,Neu
37811,alevis,False,Neu
37812,alevites,False,Neu
37813,alexandrovich,False,Neu
37814,alexandru,False,Neu
37815,alfons,False,Neu
37816,algorithm,False,Neu
37817,aliaksandr,False,Neu
37818,alias,False,Neu
37819,alina,False,Neu
37820,alistair,False,Neu
37821,allbright,False,Neu
37822,allegory,False,Neu
37823,allegro,False,Neu
37824,allendale,False,Neu
37825,allergen,False,Neu
37826,allianoi,False,Neu
37827,allot,False,Neu
37828,allotment,False,Neu
37829,alloys,False,Neu
37830,alls,False,Neu
37831,allure,False,Neu
37832,alma,False,Neu
37833,alp,False,Neu
37834,alternates,False,Neu
37835,altitudes,False,Neu
37836,alumnia,False,Neu
37837,alvin,False,Neu
37838,alzamora,False,Neu
37839,alí,False,Neu
37840,amalgamations,False,Neu
37841,amaru,False,Neu
37842,amazon.com,False,Neu
37843,ambitiousness,False,Neu
37844,ambroise,False,Neu
37845,ameliorating,False,Neu
37846,amenability,False,Neu
37847,amendable,False,Neu
37848,amenity,False,Neu
37849,amezaga,False,Neu
37850,amg,False,Neu
37851,amib,False,Neu
37852,amiens,False,Neu
37853,amish,False,Neu
37854,amity,False,Neu
37855,ammar,False,Neu
37856,amortisation,False,Neu
37857,amortise,True,Pos
37858,amphetamine,False,Neu
37859,amphibious,False,Neu
37860,amphibole,False,Neu
37861,amplifies,False,Neu
37862,amro,False,Neu
37863,amstelveen,False,Neu
37864,amsterdamisation,False,Neu
37865,amsterday,False,Neu
37866,amuse,True,Pos
37867,anachronisms,False,Neu
37868,analgesic,False,Neu
37869,analog,False,Neu
37870,analysers,False,Neu
37871,analytics,False,Neu
37872,analyze,False,Neu
37873,anamur,False,Neu
37874,anap,False,Neu
37875,anarchist,False,Neu
37876,anarchistic,False,Neu
37877,anase,False,Neu
37878,anastasiades,False,Neu
37879,anathemas,False,Neu
37880,anatomical,False,Neu
37881,anca,False,Neu
37882,ancients,False,Neu
37883,ancram,False,Neu
37884,andarpradesh,False,Neu
37885,andeans,False,Neu
37886,andizhan,False,Neu
37887,andreevo,False,Neu
37888,andrikiene,False,Neu
37889,andris,False,Neu
37890,ands,False,Neu
37891,angering,True,Neg
37892,angled,False,Neu
37893,anglers,False,Neu
37894,angrier,True,Neg
37895,animation,False,Neu
37896,animist,False,Neu
37897,animistic,False,Neu
37898,annotations,False,Neu
37899,annualised,False,Neu
37900,annuities,False,Neu
37901,anorexia,False,Neu
37902,ant,False,Neu
37903,antagonising,False,Neu
37904,antarctica,False,Neu
37905,antelopes,False,Neu
37906,antemano,False,Neu
37907,antenatal,False,Neu
37908,antennas,False,Neu
37909,anticlimax,False,Neu
37910,anticompetitive,False,Neu
37911,antidepressants,False,Neu
37912,antimony,False,Neu
37913,antioxidants,False,Neu
37914,antipathetic,False,Neu
37915,antiprohibitionists,False,Neu
37916,antitank,False,Neu
37917,antoni,False,Neu
37918,antonia,False,Neu
37919,antonios,False,Neu
37920,antony,False,Neu
37921,antrim,False,Neu
37922,ants,False,Neu
37923,anytime,False,Neu
37924,aníbal,False,Neu
37925,ap6,False,Neu
37926,apartments,False,Neu
37927,aparício,False,Neu
37928,apathetically,True,Neg
37929,aperitif,False,Neu
37930,apiculture,False,Neu
37931,apos;ambrosio,False,Neu
37932,apos;as,False,Neu
37933,apos;aspe,False,Neu
37934,apos;assurance,False,Neu
37935,apos;better,False,Neu
37936,apos;certain,False,Neu
37937,apos;common,False,Neu
37938,apos;cooperation,False,Neu
37939,apos;deplores,False,Neu
37940,apos;don,False,Neu
37941,apos;dys,False,Neu
37942,apos;echelon,False,Neu
37943,apos;er,False,Neu
37944,apos;euro,False,Neu
37945,apos;ev,False,Neu
37946,apos;expresses,False,Neu
37947,apos;far,False,Neu
37948,apos;fine,False,Neu
37949,apos;first,False,Neu
37950,apos;flexicurity,False,Neu
37951,apos;honneur,False,Neu
37952,apos;illegal,False,Neu
37953,apos;including,False,Neu
37954,apos;intention,False,Neu
37955,apos;is,False,Neu
37956,apos;italia,False,Neu
37957,apos;ites,False,Neu
37958,apos;me,False,Neu
37959,apos;more,False,Neu
37960,apos;my,False,Neu
37961,apos;n,False,Neu
37962,apos;neil,False,Neu
37963,apos;not,False,Neu
37964,apos;nunca,False,Neu
37965,apos;or,False,Neu
37966,apos;orsay,False,Neu
37967,apos;recommends,False,Neu
37968,apos;so,False,Neu
37969,apos;sullivan,False,Neu
37970,apos;takes,False,Neu
37971,apos;those,False,Neu
37972,apos;un,False,Neu
37973,apos;unità,False,Neu
