,german_tokens,translated_english_tokens,is_polarize,polarity
5209,fersen,heels,False,Neu
5210,fesseln,shackles,False,Neu
5211,fesselndes,arresting,False,Neu
5212,fest,fest,False,Neu
5213,festplatten,hard drives,False,Neu
5214,fetter,fetter,False,Neu
5215,feuchtigkeitsspendend,Moisturizing,False,Neu
5216,feuchtigkeitsspendenden,Moisturizing fungi,False,Neu
5217,feuerwehrmann,Fire brigade,False,Neu
5218,few,few,False,Neu
5219,ff,ff,True,Pos
5220,fibromyalgie,fibromyalgia,False,Neu
5221,fiel,fell,False,Neu
5222,field,field,False,Neu
5223,fiesta,fiesta,True,Pos
5224,figur,figur,False,Neu
5225,figurierte,figured,False,Neu
5226,fiktionen,fictions,False,Neu
5227,fiktive,fictitious,False,Neu
5228,filled,filled,False,Neu
5229,film-fans,Italian film fans,False,Neu
5230,film-soundtrack,film-soundtrack,False,Neu
5231,filmaking,filmaking,False,Neu
5232,filmbuff,filmbuff,False,Neu
5233,filmemacher,filmmaker,False,Neu
5234,filmerlebnis,film experience,False,Neu
5235,filmherstellung,film production,False,Neu
5236,filmsets,filmsets,False,Neu
5237,filmversion,film version,False,Neu
5238,filtered,Filtered,False,Neu
5239,filtern,filtering,False,Neu
5240,filterpack,filterpack,False,Neu
5241,filterqualität,filterquality,False,Neu
5242,filth,filth,False,Neu
5243,filzende,Felting,False,Neu
5244,fing,fing,False,Neu
5245,fingerpuppen,Puppets,False,Neu
5246,finish,Finish,False,Neu
5247,finny,finny,False,Neu
5248,firmware,firmware,False,Neu
5249,fischfang,- fishing,False,Neu
5250,fisher-preisakustik,fisher price acoustics,False,Neu
5251,fitness,fitness,True,Pos
5252,fitness-tasche,fitness-tasche,False,Neu
5253,fitzgerald,fitzgerald,False,Neu
5254,fizzy,fizzy,False,Neu
5255,flach,flach,False,Neu
5256,flachbildfernseher,flat-screen television,False,Neu
5257,flache,Flat,False,Neu
5258,flaco,flaco,False,Neu
5259,flagge,Flag,False,Neu
5260,flair,flair,False,Neu
5261,flasche,bottle,False,Neu
5262,flash-laufwerk,flash drive,False,Neu
5263,flat,Flat,False,Neu
5264,flawless,flawless,True,Pos
5265,fledermäuse,Eumys,False,Neu
5266,fleischzähler,Meat counter,False,Neu
5267,fletcher,fletcher,False,Neu
5268,flexible,flexible,True,Pos
5269,flicks,flicks,False,Neu
5270,fließend,flieÃend,False,Neu
5271,flight,flight,False,Neu
5272,flik,flik,False,Neu
5273,flimsig,flimsig,False,Neu
5274,flintstones,flintstones,False,Neu
5275,flip-videokamera,Flip video camera,False,Neu
5276,flockhart,flockhart,False,Neu
5277,floss,floss,False,Neu
5278,flossen,- fins,False,Neu
5279,flow,flow,False,Neu
5280,flower,flower,False,Neu
5281,flowers,flowers,False,Neu
5282,flucht,Curse,False,Neu
5283,flug,flug,False,Neu
5284,flugzeug,airplane,False,Neu
5285,flöte,flute,False,Neu
5286,flügeln,flÃ¼geln,False,Neu
5287,flüssigen,Liquid,False,Neu
5288,fm,fm,False,Neu
5289,focus,focus,False,Neu
5290,fogelberg,fogelberg,False,Neu
5291,fokus,focus,False,Neu
5292,folge,follow-up,False,Neu
5293,folgt,Follow-up,False,Neu
5294,fordere,fordere,False,Neu
5295,foret,foret,False,Neu
5296,forever,forever,False,Neu
5297,forget,forget,True,Neg
5298,formatiert,Formatted,False,Neu
5299,formatkiste,Formatbox,False,Neu
5300,forme,forme,False,Neu
5301,formel,formula,False,Neu
5302,formt,forms,False,Neu
5303,formteile,Molded parts,False,Neu
5304,fortgeschritten,advanced,False,Neu
5305,forts,forts,False,Neu
5306,fortschreitet,Progress,False,Neu
5307,fortschritte,Progress,False,Neu
5308,fortschrittlichen,progressive,False,Neu
5309,fortzusetzen,Continue,False,Neu
5310,fotograf,photographers,False,Neu
5311,fotostand,photo stand,False,Neu
5312,foucault,foucault,False,Neu
5313,foxs,foxs,False,Neu
5314,fps,fps,False,Neu
5315,frampton,frampton,False,Neu
5316,francine,Francine,False,Neu
5317,francisco,Francisco,False,Neu
5318,frank,frank,False,Neu
5319,frankenstein,frankenstein,False,Neu
5320,frankie,France,False,Neu
5321,franklin,franklin,False,Neu
5322,frannie,frannie,False,Neu
5323,französische,French,False,Neu
5324,französischen,French,False,Neu
5325,freak,freak,True,Neg
5326,freakin,freakin,False,Neu
5327,freckle,freckle,False,Neu
5328,freckles,freckles,False,Neu
5329,freda,freda,False,Neu
5330,freddie,freddie,False,Neu
5331,freies,Free,False,Neu
5332,freigibt,Freeing,False,Neu
5333,freizugeben,release,False,Neu
5334,fremden,strangers,False,Neu
5335,frequenz,frequency,False,Neu
5336,frescoarbeiten,fresco works,False,Neu
5337,freudige,- Joyful,False,Neu
5338,freudiger,More joyful,False,Neu
5339,freudlichsten,most joyful,False,Neu
5340,freudvolles,joyful,False,Neu
5341,freundliche,Friendly:,False,Neu
5342,freundlichen,-friendly,False,Neu
5343,freundlicher,more friendly,False,Neu
5344,frills,frills,False,Neu
5345,frischen,fresh products,False,Neu
5346,frischsiegel,Fresh seal,False,Neu
5347,frizzy,frizzy,False,Neu
5348,frohsinn,frohsinn,False,Neu
5349,frontier,frontier,False,Neu
5350,frustrierend,frustrating,False,Neu
5351,frühe,Early,False,Neu
5352,frühere,Earlier,False,Neu
5353,frühling,spring,False,Neu
5354,fuel,Fuel,False,Neu
5355,full-flachbuch,full-flat book,False,Neu
5356,fuller,fuller,False,Neu
5357,funden,funden,False,Neu
5358,fundus,fundus,False,Neu
5359,funk-klonen,Radio cloning,False,Neu
5360,funkelnd,sparkling,False,Neu
5361,funktionell,Functional,False,Neu
5362,funky,funky,True,Neg
5363,funny5,funny5,False,Neu
5364,furball,furball,False,Neu
5365,furminator,furminator,False,Neu
5366,furry,furry,False,Neu
5367,future,future,False,Neu
5368,fuzz,fuzz,False,Neu
5369,fuß,Foot,False,Neu
5370,fußball,football,False,Neu
5371,fußball-informationen,football information,False,Neu
5372,fußbodenmusik-aufwertung,floor music enhancement,False,Neu
5373,fußbodenventilatoren,Floor ventilators,False,Neu
5374,fxmlc,fxmlc,False,Neu
5375,fyi,fyi,True,Pos
5376,fällen,Fall,False,Neu
5377,föhn,fÃ¶hn,False,Neu
5378,förderfähig,Eligible,False,Neu
5379,förderung,Funding,False,Neu
5380,füchse,- foxes,False,Neu
5381,fühlten,fÃ¼hlten,False,Neu
5382,führe,and,False,Neu
5383,führen,leading,False,Neu
5384,führt,leads,False,Neu
5385,führung,Guidance,False,Neu
5386,führungsqualitäten,managerial qualities,False,Neu
5387,füllfederhalter,Fullfederhalter,False,Neu
5388,füllpapier,filling paper,False,Neu
5389,füllpapierpapierpapieres,growth paper,False,Neu
5390,füllt,filling,False,Neu
5391,fünfzehn,15,False,Neu
5392,füttert,feeds,False,Neu
5393,gadget,gadget,False,Neu
5394,gaia-kräuter,Gaia,False,Neu
5395,gail,gail,False,Neu
5396,gal,gal,False,Neu
5397,galoppierende,Galloping,False,Neu
5398,gameboy,gameboy,False,Neu
5399,gang,gang,False,Neu
5400,ganr,ganr,False,Neu
5401,ganzem,Whole,False,Neu
5402,garantiere,Guarantee,False,Neu
5403,garantiert,Guaranteed,False,Neu
5404,garbage,garbage,False,Neu
5405,garbe,garbe,False,Neu
5406,garcia,garcia,False,Neu
5407,gardenibng,gardenibng,False,Neu
5408,gardner,gardner,False,Neu
5409,garmin,garmin,False,Neu
5410,garminaustralien,garminaustralien,False,Neu
5411,gartenbücher,Books about gardens,False,Neu
5412,gas-türbedeckung,Gas door cover,False,Neu
5413,gasping,gasping,False,Neu
5414,gasse,gasse,False,Neu
5415,gastronomische,Gastronomic,False,Neu
5416,gates,gates,False,Neu
5417,gaurantee,gaurantee,False,Neu
5418,gavilanes,gavilanes,False,Neu
5419,gealten,gealten,False,Neu
5420,gealtert,aged,False,Neu
5421,gear,gear,False,Neu
5422,gebens,gebens,False,Neu
5423,gebet,Prayer,False,Neu
5424,gebetzyklus,Prayer cycle,False,Neu
5425,geblieben,Remaining,False,Neu
5426,gebläse,blower,False,Neu
5427,geboren,born,False,Neu
5428,gebracht,brought in,False,Neu
5429,gebratene,fried,False,Neu
5430,gebrauchswerkzeug,second hand tools,False,Neu
5431,gebrauchte,used,False,Neu
5432,gebrochenes,broken,False,Neu
5433,gebunden,Bound,False,Neu
5434,gebundener,bound,False,Neu
5435,geburtstagspartgeschenke,Birthday gift,False,Neu
5436,gebührenerhebung,toll collection,False,Neu
5437,gebürstet,brushed,False,Neu
5438,gebürtigen,native,False,Neu
5439,gecastet,gecastet,False,Neu
5440,gecheckt,gecheckt,False,Neu
5441,gedanken,thoughts,False,Neu
5442,gedauert,lasted,False,Neu
5443,gedichte,Poems,False,Neu
5444,gedrehte,Turned,False,Neu
5445,gedruckt,Printed,False,Neu
5446,gedruckter,Printer,False,Neu
5447,gedächtnisses,Memory,False,Neu
5448,gedämpfte,Mud,False,Neu
5449,geeignete,Suitable,False,Neu
5450,gees,gees,False,Neu
5451,geez,geez,False,Neu
5452,geformte,shaped,False,Neu
5453,gefräst,milled,False,Neu
5454,gefälscht,fake,False,Neu
5455,gefüllte,double,False,Neu
5456,gegen,against,False,Neu
5457,gegend,area,False,Neu
5458,gegenstände,Objects,False,Neu
5459,gegenwärtig,At present,False,Neu
5460,gegenüber,on,False,Neu
5461,gegner,adversary,False,Neu
5462,geheimnisvoll,mysterious,False,Neu
5463,gehirne,Brain,False,Neu
5464,gehofft,hopes,False,Neu
5465,gehäuse,housings,False,Neu
5466,gehörte,gehÃ¶rte,False,Neu
5467,geile,geile,False,Neu
5468,geistergeschichte,ghost story,False,Neu
5469,geisterhaften,ghostly,False,Neu
5470,geistes,geistes,False,Neu
5471,gekannt,Known,False,Neu
5472,gekleidet,dressed,False,Neu
5473,geklickt,clicked,False,Neu
5474,geklungen,Musical instruments,False,Neu
5475,geknackt,Cracked,False,Neu
5476,gel,gel,False,Neu
5477,gelassen,gelassen,False,Neu
5478,gelbe,Yellow,False,Neu
5479,geldante,money,False,Neu
5480,geldbeutel,Money bag,False,Neu
5481,geldbörse,Money market,False,Neu
5482,gelebt,lived,False,Neu
5483,gelegen,located,False,Neu
5484,gelegenheit,Opportunity,False,Neu
5485,gelegenheitsfan,gelegenheitsfan,False,Neu
5486,gelegentliche,occasional,False,Neu
5487,gelegentlichen,occasional,False,Neu
5488,gelegt,laid down,False,Neu
5489,gelehrt,taught,False,Neu
5490,gelenke,joints,False,Neu
5491,gelenkt,- steered,False,Neu
5492,geliebte,geliebte,False,Neu
5493,geliebtes,Beloved,False,Neu
5494,gellar,gellar,False,Neu
5495,gels,gels,False,Neu
5496,gelten,Apply,False,Neu
5497,gelungene,gelungene,False,Neu
5498,gelöschten,Deleted,False,Neu
5499,gelöst,Solved,False,Neu
5500,gemaltes,Painted,False,Neu
5501,gemeine,gemeine,False,Neu
5502,gemeinsamen,Common values,False,Neu
5503,gemischt,Mixed,False,Neu
5504,gemolken,milked,False,Neu
5505,gems,gems,False,Neu
5506,gemüse,vegetables,False,Neu
5507,gemütliche,Cozy,False,Neu
5508,genauen,- Accuracy,False,Neu
5509,genauigkeit,Accuracy,False,Neu
5510,generisch,Generic,False,Neu
5511,genetik,genetics,False,Neu
5512,genialsten,genialsten,False,Neu
5513,genius,genius,False,Neu
5514,genussvolle,genussvolle,False,Neu
5515,geo,geo,False,Neu
5516,geocaching,geocaching,False,Neu
5517,georg-bücher,georg-bÃ¼cher,False,Neu
5518,gepflastert,paved,False,Neu
5519,gepostet,posted,False,Neu
5520,geprahlt,praised,False,Neu
5521,geprägt,embossed,False,Neu
5522,gepumpt,pumped,False,Neu
5523,geraden,even,False,Neu
5524,gerard,gerard,False,Neu
5525,geraten,geraten,False,Neu
5526,gere,gere,False,Neu
5527,gereinigt,Purified,False,Neu
5528,gerichten,Courts,False,Neu
5529,geroge,geroge,False,Neu
5530,gerritsen,gerritsen,False,Neu
5531,gerry,gerry,False,Neu
5532,gertie,gertie,False,Neu
5533,gerungen,wrestlings;,False,Neu
5534,gerüchten,Rumors,False,Neu
5535,gesammelt,collected,False,Neu
5536,gesamtheit,total,False,Neu
5537,gesamtpackungsfilm,Packing film,False,Neu
5538,gesandte,emissary,False,Neu
5539,gesanggeschenks,gesanggeschenks,False,Neu
5540,gesangswerk,vocal works,False,Neu
5541,geschehnisse,happenings,False,Neu
5542,geschenkempfänger,recipient,False,Neu
5543,geschenkprodukt,gift product,False,Neu
5544,geschenkte,as a gift,False,Neu
5545,geschichtsstärkerer,Historian,False,Neu
5546,geschlafen,Slept,False,Neu
5547,geschlecht,genders,False,Neu
5548,geschlossen,Closed,False,Neu
5549,geschmückt,decorated,False,Neu
5550,geschriebenen,written,False,Neu
5551,geschult,- trained,False,Neu
5552,geschweige,let alone,False,Neu
5553,gesegnet,gesegnet,False,Neu
5554,gesellschaft,Company,False,Neu
5555,gesetzentwurf,Draft Law,False,Neu
5556,gesetzesbrüder,Law Brothers,False,Neu
5557,gesichter,gesichter,False,Neu
5558,gesingen,Sinking,False,Neu
5559,gespart,saved,False,Neu
5560,gespenst,Ghost,False,Neu
5561,gespräch,Conversation,False,Neu
5562,gesprächsart,gesprÃ¤chsart,False,Neu
5563,gestalten,figures,False,Neu
5564,gestartet,started,False,Neu
5565,gestein,gestein,False,Neu
5566,gestimmt,Voted,False,Neu
5567,gestolpert,stumbled,False,Neu
5568,gestoßen,rejected,False,Neu
5569,gestrichen,De-listed,False,Neu
5570,geständnis,confession,False,Neu
5571,gesucht,Searched,False,Neu
5572,gesund,gesund,False,Neu
5573,getr,getr,False,Neu
5574,getreu,faithful,False,Neu
5575,gets,gets,False,Neu
5576,getting,getting,False,Neu
5577,gewaltig,gewaltig,False,Neu
5578,gewichte,weights,False,Neu
5579,gewinnt,gewinnt,False,Neu
5580,gewissen,certain,False,Neu
5581,gewohnheiten,habits,False,Neu
5582,gewohnt,inhabited,False,Neu
5583,geworben,recruited,False,Neu
5584,gewählt,elected,False,Neu
5585,gewöhnlich,ordinary,False,Neu
5586,gewöhnung,habituation,False,Neu
5587,gewürdigt,Acknowledged,False,Neu
5588,gewürfelt,diced,False,Neu
5589,gewürzen,Spicing,False,Neu
5590,geändert,Modified,False,Neu
5591,geöffnet,Open,False,Neu
5592,ggd,ggd,False,Neu
5593,gh,gh,False,Neu
5594,gibson,gibson,False,Neu
5595,giftig,toxic,False,Neu
5596,gifts,gifts,False,Neu
5597,gill,gill,False,Neu
5598,gimenez,gimenets,False,Neu
5599,girlie,girlie,False,Neu
5600,girls,Girls,False,Neu
5601,girly,girly,False,Neu
5602,gitarren-,guitar,False,Neu
5603,gitarren-funk,gitarren-funk,False,Neu
5604,gitarrenalbum,guitar albums,False,Neu
5605,gitarrenspielung,guitar,False,Neu
5606,gitarristen,Guitarists,False,Neu
5607,gittern,Grid,False,Neu
5608,gitterzangen,Grating pliers,False,Neu
5609,glasbackverpfannen,Glass pan,False,Neu
5610,glasfänger,glasfÃ¤nger,False,Neu
5611,glaspfannen,Glass pans,False,Neu
5612,glatte,Smooth,False,Neu
5613,glatter,smooth,False,Neu
5614,glaub,glaub,False,Neu
5615,glaubt,believes,False,Neu
5616,glaubwürdig,credible,False,Neu
5617,glaubwürdige,credible,False,Neu
5618,glaubwürdiger,- more credible,False,Neu
5619,gleichen,Same,False,Neu
5620,gleichgewicht,Equilibrium,False,Neu
5621,gleichkommt,equals,False,Neu
5622,gleichmäßig,Uniform,False,Neu
5623,glitzernder,glittering,False,Neu
5624,glocke,Bell,False,Neu
5625,glorious,glorious,True,Pos
5626,glyphen,glyphs,False,Neu
5627,glänzen,glÃ¤nzen,False,Neu
5628,gläser,Glasses,False,Neu
5629,gläubigen,Believers,False,Neu
5630,glücklichen,glÃ¼cklichen,False,Neu
5631,glücklicheres,happier,False,Neu
5632,glücksspiel,Gambling,False,Neu
5633,glückwunsch,happy wish,False,Neu
5634,gnade,gnade,False,Neu
5635,gnar,gnar,False,Neu
5636,god,god,True,Pos
5637,godsmack,godsmack,False,Neu
5638,goin,goin,False,Neu
5639,gold-uhr,gold clock,False,Neu
5640,golden,golden,False,Neu
5641,goldenen,goldenen,False,Neu
5642,goldgräber-kopie,Gold-gray copy,False,Neu
5643,golfbuch,golfbuch,False,Neu
5644,golfmovie,golfmovie,False,Neu
5645,gollum,gollum,False,Neu
5646,gone,gone,False,Neu
5647,gonna,gonna,False,Neu
5648,google,google,False,Neu
5649,goood,goood,False,Neu
5650,gooood,gooood,False,Neu
5651,gor,gor,False,Neu
5652,gordo,gordo,False,Neu
5653,gordon,gordon,False,Neu
5654,gorehundt,gorehundt,False,Neu
5655,gosling,gosling,False,Neu
5656,gospel,gospel,False,Neu
5657,gotten,gotten,False,Neu
5658,gottes-,gottes-,False,Neu
5659,graben,graben,False,Neu
5660,gracin,gracin,False,Neu
5661,graduate,graduate,False,Neu
5662,grady,grady,False,Neu
5663,graham,graham,False,Neu
5664,grammie,grammie,False,Neu
5665,grand,grand,True,Pos
5666,grandma,grandma,False,Neu
5667,grandtochter,grandtochter,False,Neu
5668,graten,grates,False,Neu
5669,grater,grater,False,Neu
5670,gratuliere,congratulations,False,Neu
5671,grau,grau,False,Neu
5672,graueste,graueste,False,Neu
5673,greasem2,greasem2,False,Neu
5674,great-film,great,False,Neu
5675,great-scheibe,great disk,False,Neu
5676,greatness,greatness,False,Neu
5677,greenday,greenday,False,Neu
5678,greene,greene,False,Neu
5679,greg,greg,False,Neu
5680,gregor,gregor,False,Neu
5681,greifen,greifen,False,Neu
5682,grenze,borderline,False,Neu
5683,grenzen,Borders,False,Neu
5684,grenzt,Borders,False,Neu
5685,grey,grey,True,Pos
5686,griffe,griffe,False,Neu
5687,grimm,grimm,False,Neu
5688,grippe-geschichte,History of flu,False,Neu
5689,gripperender,gripperender,False,Neu
5690,groove,groove,False,Neu
5691,groovin,groovin,False,Neu
5692,groovy,groovy,False,Neu
5693,gross,gross,True,Neg
5694,grosses,grosses,True,Neg
5695,großartigere,groÃartigere,False,Neu
5696,großartigste,Greatest,False,Neu
5697,großkauf,GroÃkauf,False,Neu
5698,großkids,groÃkids,False,Neu
5699,großkinder,Grandchildren,False,Neu
5700,großmeister,Grandmaster,False,Neu
5701,großvater,grandfather,False,Neu
5702,großzügige,generous,False,Neu
5703,grundbegleiter,Founder escort,False,Neu
5704,grunde,grunde,False,Neu
5705,grundlegendes,2.,False,Neu
5706,grundlinie,baseline,False,Neu
5707,grundschule,Elementary school,False,Neu
5708,gruppendiskussionen,Group discussions,False,Neu
5709,grösseren,grÃ¶sseren,False,Neu
5710,größen,and,False,Neu
5711,größer,Bigger,False,Neu
5712,größere,bigger,False,Neu
5713,größesten,largest,False,Neu
5714,größter,- largest,False,Neu
5715,grüner,Green,False,Neu
5716,gubben,gubben,False,Neu
5717,guid,guid,False,Neu
5718,guide,guide,False,Neu
5719,guilty,14,True,Neg
5720,guinea,guinea,False,Neu
5721,guinevere,guinevere,False,Neu
5722,gummigeruch,gummigeruch,False,Neu
5723,gummihandkmatte,rubber mat,False,Neu
5724,gun,gun,True,Neg
5725,gurte,belts,False,Neu
5726,gusse,gusse,False,Neu
5727,gussteile,gussteile,False,Neu
5728,gutsy,gutsy,False,Neu
5729,gym,gym,False,Neu
5730,gäste,guests,False,Neu
5731,gönnen,treating,False,Neu
5732,götte,gÃ¶tte,False,Neu
5733,göttliche,Divine,False,Neu
5734,göttlichen,Divine,False,Neu
5735,günstige,Favourable,False,Neu
5736,gürtel,girdle,False,Neu
5737,güte,quality,False,Neu
5738,h,h,False,Neu
5739,h500,h500,False,Neu
5740,haanother,haanother,False,Neu
5741,haarausschnitt,hair cleavage,False,Neu
5742,haare,haare,False,Neu
5743,haarentferner,hair remover,False,Neu
5744,haares,haares,False,Neu
5745,haars,haars,False,Neu
5746,haarstyler,haarstyler,False,Neu
5747,haba-spielzeug,haba toy,False,Neu
5748,habt,habt,False,Neu
5749,hack-,hack,False,Neu
5750,hackens,hackens,False,Neu
5751,hadn,hadn,False,Neu
5752,hafen,hafen,False,Neu
5753,hageln,hail,False,Neu
5754,hair,hair,False,Neu
5755,halb,half,False,Neu
5756,halbe,half,False,Neu
5757,halben,Half,False,Neu
5758,halber,halber,False,Neu
5759,halbjahr,half-year,False,Neu
5760,halle,halle,False,Neu
5761,hallenspielzeug,indoor toy,False,Neu
5762,halsband,collar,False,Neu
5763,halt,halt,False,Neu
5764,haltbarer,Durable,False,Neu
5765,haltung,Keeping,False,Neu
5766,hambuger,hambuger,False,Neu
5767,hammer,Hammer,False,Neu
5768,hamsun,hamsun,False,Neu
5769,handarbeit,handjob,False,Neu
5770,handbag,handbag,False,Neu
5771,handdruck,handprint,False,Neu
5772,handelsbücher,Trade books,False,Neu
5773,handelserfolgs,commercial success,False,Neu
5774,handgriff,handgriff,False,Neu
5775,handhabte,handhabte,False,Neu
5776,handhelfer,handhelfer,False,Neu
5777,handliche,handy,False,Neu
5778,handlungen,handlungen,False,Neu
5779,handschriftenprogramme,Manuscript programs,False,Neu
5780,handseifen,handseifen,False,Neu
5781,handtasche,handtasche,False,Neu
5782,handtuch,towels,False,Neu
5783,handvoll,handvoll,False,Neu
5784,handwaschgegenstände,hand washing objects,False,Neu
5785,handwäsche,Hand wash,False,Neu
5786,handy,handy,False,Neu
5787,hanks,hanks,False,Neu
5788,hannah,hannah,False,Neu
5789,hans,hans,False,Neu
5790,hansons,hansons,False,Neu
5791,happiness,happiness,True,Pos
5792,hardcover,hardcover,False,Neu
5793,harde,harde,False,Neu
5794,hardware,hardware,False,Neu
5795,harfe,harfe,False,Neu
5796,hari,hari,False,Neu
5797,harmonie,harmonie,False,Neu
5798,harmonika-version,harmonica version,False,Neu
5799,harmonisch,harmonious,False,Neu
5800,harmonische,harmonic,False,Neu
5801,harris,harris,False,Neu
5802,harry-potter,harry-potter,False,Neu
5803,harry-potter-kind,harry-potter-kind,False,Neu
5804,harvest,harvest,False,Neu
5805,harz,Resin,False,Neu
5806,has,has,False,Neu
5807,hasse,hate,False,Neu
5808,hasst,Hates,False,Neu
5809,hastel,hastel,False,Neu
5810,hauptcharakter,main character,False,Neu
5811,hauptcharakters,hauptcharakters,False,Neu
5812,hauptsächlich,mainly,False,Neu
5813,hauptvergehen,hauptvergehen,False,Neu
5814,hausaufgaben,homework,False,Neu
5815,hausgarten,house garden,False,Neu
5816,hausnutzung,household,False,Neu
5817,haustier,pet,False,Neu
5818,haustiergeschäft,pet shop,False,Neu
5819,havianas,havianas,False,Neu
5820,havin,havin,False,Neu
5821,having,having,False,Neu
5822,hawaiianische,Hawaiian,False,Neu
5823,hayers,hayers,False,Neu
5824,hayley,hayley,False,Neu
5825,haywood,haywood,False,Neu
5826,hayworth,hayworth,False,Neu
5827,haze,haze,False,Neu
5828,hctp,hctp,False,Neu
5829,hdtv,hdtv,False,Neu
5830,head,head,False,Neu
5831,headset,headset,False,Neu
5832,heap,heap,False,Neu
5833,hear,hear,False,Neu
5834,heartfelt,heartfelt,True,Pos
5835,hearth,hearth,False,Neu
5836,hearts,hearts,False,Neu
5837,heaven,heaven,True,Pos
5838,heavenly,heavenly,True,Pos
5839,heavy-metal-fan,heavy metal fan,False,Neu
5840,hebräischer,Hebrew,False,Neu
5841,heereber,heereber,False,Neu
5842,hef,Hef,False,Neu
5843,heftführung,book-keeping,False,Neu
5844,hefty,hefty,False,Neu
5845,heidi,heidi,False,Neu
5846,heikel,heikel,False,Neu
5847,heilig,Holy,False,Neu
5848,heilige,heilige,False,Neu
5849,heiliger,Holy,False,Neu
5850,heinrich,heinrich,False,Neu
5851,heiterkeit,heiterkeit,False,Neu
5852,heizung,heating,False,Neu
5853,heißgetränken,hot drinks,False,Neu
5854,heißt,is called,False,Neu
5855,heldentaten,heroic deeds,False,Neu
5856,helen,helen,False,Neu
5857,hellem,hellem,False,Neu
5858,heller,Brighter,False,Neu
5859,hellgelbe,light yellow,False,Neu
5860,helligkeit,Light intensity,False,Neu
5861,hells,hells,False,Neu
5862,helmut,helmut,False,Neu
5863,helpingstine,helpingstine,False,Neu
5864,hendrix,hendrix,False,Neu
5865,hendrix-fans,hendrix-fans,False,Neu
5866,herangehensweise,approach,False,Neu
5867,herausbringen,bring out,False,Neu
5868,herausfand,Finding out,False,Neu
5869,herausfordern,Challenging,False,Neu
5870,herausfordernd,challenging,False,Neu
5871,herausgebracht,brought out,False,Neu
5872,herausgefunden,Found out,False,Neu
5873,herausgege,Editorial board,False,Neu
5874,heraushebt,emphasizes,False,Neu
5875,herauskommen,out,False,Neu
5876,herausnehmbare,removable,False,Neu
5877,herausragenden,outstanding,False,Neu
5878,herausstellt,Underscores,False,Neu
5879,herauszufinden,find out,False,Neu
5880,herbst,herbst,False,Neu
5881,herd,stove,False,Neu
5882,herdin,herdin,False,Neu
5883,here,here,False,Neu
5884,hergestelltes,Produced,False,Neu
5885,heroes,heroes,True,Pos
5886,herrlichkeit,herrlichkeit,False,Neu
5887,hersteller,Manufacturers,False,Neu
5888,herunterladen,Download,False,Neu
5889,herunterstufen,downgrading,False,Neu
5890,hervorbringt,produces,False,Neu
5891,hervorgehobenen,Highlighted,False,Neu
5892,hervorgeht,It shows,False,Neu
5893,hervorkommt,comes out,False,Neu
5894,hervorragendem,excellent,False,Neu
5895,herz-erwärmung,Heart warming,False,Neu
5896,herz-kreislauf-winkelzüge,pulse,False,Neu
5897,herzerwärmen,heartwarming,False,Neu
5898,herzerwärmt,herzwarmemt,False,Neu
5899,herzliche,herzliche,False,Neu
5900,herzlichen,herzlichen,False,Neu
5901,herzwärme,herzwÃ¤rme,False,Neu
5902,herzwärmend,heartwarming,False,Neu
5903,herzwärmende,heart warming,False,Neu
5904,heuchelei,hypocrisy,False,Neu
5905,hewitt,hewitt,False,Neu
5906,heydon,heydon,False,Neu
5907,hi,hi,False,Neu
5908,hideaki,hideaki,False,Neu
5909,highlands,highlands,False,Neu
5910,highlight,highlight,True,Pos
5911,hilarity,hilarity,False,Neu
5912,hilary,Hilary,False,Neu
5913,hilf,hilf,False,Neu
5914,hilfe-handbuch,Help manual,False,Neu
5915,hilfestellung,assistance,False,Neu
5916,hilfreiche,Helpful,False,Neu
5917,hilfreichen,Helpful,False,Neu
5918,hilfreicher,hilfreicher,False,Neu
5919,hilfreiches,helpful,False,Neu
5920,hilfreichste,Most helpful,False,Neu
5921,hill,hill,False,Neu
5922,him,him,False,Neu
5923,himbeeraddict,himbeeraddict,False,Neu
5924,himbeerenkäme,mbeerenkÃ¤me,False,Neu
5925,himmelstraum,himmelstraum,False,Neu
5926,himmlisch,Celestial,False,Neu
5927,hin,and,False,Neu
5928,hin-,- to -,False,Neu
5929,hinein,hinein,False,Neu
5930,hing,hing,False,Neu
5931,hingabe,surrender,False,Neu
5932,hintergrundgesang,backing vocals,False,Neu
5933,hintergrundmusik,background music,False,Neu
5934,hintergrundsatz,Background,False,Neu
5935,hinterließ,left,False,Neu
5936,hinunter,Down,False,Neu
5937,hinzufügt,Added,False,Neu
5938,hinzufügten,Added,False,Neu
5939,hip-hop-fan,hip-hop-fan,False,Neu
5940,hip-hop-gruppe,hip-hop group,False,Neu
5941,hippie,hippie,False,Neu
5942,hippies,hippies,False,Neu
5943,hirngespinste,Brain spin,False,Neu
5944,hiroko,hiroko,False,Neu
5945,hirte,hirte,False,Neu
5946,hisperformance,hisperformance,False,Neu
5947,historischer,Historical,False,Neu
5948,history,history,False,Neu
5949,hms,hms,False,Neu
5950,hobbs,hobbs,False,Neu
5951,hochgehegten,Highlighted,False,Neu
5952,hochgenommenes,Under,False,Neu
5953,hochgeschätzt,highly esteemed,False,Neu
5954,hochgewürdigt,Highly appreciated,False,Neu
5955,hochinteraktiv,Highly interactive,False,Neu
5956,hochlob,hochlob,False,Neu
5957,hochunterhaltsam,highly entertaining,False,Neu
