,english_tokens,is_polarize,polarity
2386,duo,False,Neu
2387,dust,False,Neu
2388,dylan,False,Neu
2389,e40,False,Neu
2390,eagerly,True,Pos
2391,earpiece,False,Neu
2392,east,False,Neu
2393,economical,False,Neu
2394,eleanor,False,Neu
2395,elementary,False,Neu
2396,eligible,False,Neu
2397,ellen,False,Neu
2398,en,False,Neu
2399,enchanted,True,Pos
2400,encouraging,True,Pos
2401,ends,False,Neu
2402,energizing,True,Pos
2403,engage,True,Pos
2404,enter,False,Neu
2405,entertain,True,Pos
2406,enthusiasts,True,Pos
2407,environmental,False,Neu
2408,environments,False,Neu
2409,ep,False,Neu
2410,equally,False,Neu
2411,euphoria,True,Pos
2412,euro,False,Neu
2413,euwe,False,Neu
2414,eva,False,Neu
2415,excellant,False,Neu
2416,exceptional,False,Neu
2417,exercise,False,Neu
2418,exorcist,False,Neu
2419,experiences,False,Neu
2420,explains,False,Neu
2421,express,False,Neu
2422,extreme,False,Neu
2423,facts,False,Neu
2424,fails,True,Neg
2425,fanatics,False,Neu
2426,fashion,False,Neu
2427,faster,False,Neu
2428,fat,False,Neu
2429,fave,True,Pos
2430,fellow,False,Neu
2431,field,False,Neu
2432,fifth,False,Neu
2433,figured,False,Neu
2434,filmed,False,Neu
2435,finding,False,Neu
2436,fire,True,Neg
2437,flaw,False,Neu
2438,flawless,True,Pos
2439,flawlessly,True,Pos
2440,flaws,False,Neu
2441,flowed,False,Neu
2442,flower,False,Neu
2443,flowers,False,Neu
2444,folks,False,Neu
2445,footwork,False,Neu
2446,forgiveness,True,Pos
2447,foster,False,Neu
2448,fracture,False,Neu
2449,fragrance,False,Neu
2450,freedom,True,Pos
2451,french,False,Neu
2452,friday,False,Neu
2453,front,False,Neu
2454,fruit,False,Neu
2455,funk,False,Neu
2456,funnier,True,Pos
2457,fur,False,Neu
2458,gained,True,Pos
2459,garden,False,Neu
2460,gay,False,Neu
2461,gaye,False,Neu
2462,generously,True,Pos
2463,german,False,Neu
2464,ghost,True,Neg
2465,gia,False,Neu
2466,giant,False,Neu
2467,giants,False,Neu
2468,gimme,False,Neu
2469,glove,False,Neu
2470,golf,False,Neu
2471,goods,False,Neu
2472,goofy,False,Neu
2473,gore,False,Neu
2474,graceful,True,Pos
2475,graco,False,Neu
2476,grail,False,Neu
2477,grandma,False,Neu
2478,grandmother,False,Neu
2479,grandparents,False,Neu
2480,grasp,False,Neu
2481,grease,False,Neu
2482,greatly,False,Neu
2483,greek,False,Neu
2484,grey,True,Pos
2485,griffin,False,Neu
2486,grill,False,Neu
2487,grind,False,Neu
2488,grinder,False,Neu
2489,gripping,False,Neu
2490,ground,False,Neu
2491,guest,False,Neu
2492,guitarist,False,Neu
2493,gun,True,Neg
2494,hadn,False,Neu
2495,halloween,False,Neu
2496,handbag,False,Neu
2497,hang,False,Neu
2498,hannibal,False,Neu
2499,happily,True,Pos
2500,hardly,False,Neu
2501,hardware,False,Neu
2502,harvest,False,Neu
2503,hatfield,False,Neu
2504,haunting,True,Neg
2505,haynes,False,Neu
2506,hd,False,Neu
2507,headset,False,Neu
2508,hearts,False,Neu
2509,heater,False,Neu
2510,heck,False,Neu
2511,helmet,False,Neu
2512,hendrix,False,Neu
2513,hepburn,False,Neu
2514,hers,False,Neu
2515,hi,False,Neu
2516,highsmith,False,Neu
2517,hips,False,Neu
2518,holding,False,Neu
2519,holler,False,Neu
2520,holmes,False,Neu
2521,hooked,False,Neu
2522,hoop,False,Neu
2523,horror,True,Neg
2524,hugh,False,Neu
2525,humble,False,Neu
2526,humduck,False,Neu
2527,humour,True,Pos
2528,hungry,False,Neu
2529,hush,False,Neu
2530,ideas,False,Neu
2531,imac,False,Neu
2532,images,False,Neu
2533,imagination,False,Neu
2534,imagine,False,Neu
2535,imho,False,Neu
2536,impossible,False,Neu
2537,improve,True,Pos
2538,improves,True,Pos
2539,include,False,Neu
2540,incorporate,False,Neu
2541,increase,True,Pos
2542,increased,True,Pos
2543,indeed,False,Neu
2544,industry,False,Neu
2545,infertility,False,Neu
2546,ingredients,False,Neu
2547,innocent,True,Pos
2548,insert,False,Neu
2549,insights,False,Neu
2550,installation,False,Neu
2551,installed,False,Neu
2552,installment,False,Neu
2553,instructor,False,Neu
2554,integrity,True,Pos
2555,intelligently,True,Pos
2556,intense,True,Pos
2557,interactions,False,Neu
2558,invigorating,True,Pos
2559,involved,False,Neu
2560,involving,False,Neu
2561,irish,False,Neu
2562,irresistible,True,Pos
2563,islam,False,Neu
2564,italian,False,Neu
2565,japanese,False,Neu
2566,jeep,False,Neu
2567,jeffery,False,Neu
2568,jenkins,False,Neu
2569,jennifer,False,Neu
2570,jeremy,False,Neu
2571,jerky,False,Neu
2572,jesse,False,Neu
2573,jessica,False,Neu
2574,jessicka,False,Neu
2575,jimmy,False,Neu
2576,jobs,False,Neu
2577,johnson,False,Neu
2578,joj,False,Neu
2579,journal,False,Neu
2580,joyful,True,Pos
2581,joyous,True,Pos
2582,jp,True,Pos
2583,juliana,False,Neu
2584,jumperoo,False,Neu
2585,k,False,Neu
2586,karen,False,Neu
2587,kernel,False,Neu
2588,key,False,Neu
2589,kill,True,Neg
2590,kinda,False,Neu
2591,kinds,False,Neu
2592,kingston,False,Neu
2593,kirk,False,Neu
2594,kite,False,Neu
2595,kittens,False,Neu
2596,knobs,False,Neu
2597,knowing,False,Neu
2598,knowledge,False,Neu
2599,knowles,False,Neu
2600,kong,False,Neu
2601,kramer,False,Neu
2602,kriya,False,Neu
2603,kubrick,False,Neu
2604,kudos,True,Pos
2605,kylie,False,Neu
2606,lack,True,Neg
2607,ladies,False,Neu
2608,lara,False,Neu
2609,latest,False,Neu
2610,lavender,False,Neu
2611,lawn,False,Neu
2612,layed,False,Neu
2613,layout,False,Neu
2614,leaders,False,Neu
2615,leads,False,Neu
2616,league,False,Neu
2617,leappad,False,Neu
2618,leather,False,Neu
2619,legend,False,Neu
2620,legs,False,Neu
2621,leif,False,Neu
2622,lesson,False,Neu
2623,levels,False,Neu
2624,license,False,Neu
2625,lift,False,Neu
2626,lighter,False,Neu
2627,lightning,False,Neu
2628,liking,True,Pos
2629,lincoln,False,Neu
2630,links,False,Neu
2631,listing,False,Neu
2632,lists,False,Neu
2633,literary,False,Neu
2634,living,False,Neu
2635,locations,False,Neu
2636,lorrie,False,Neu
2637,lose,True,Neg
2638,lotion,False,Neu
2639,louvin,False,Neu
2640,lovable,True,Pos
2641,lovin,False,Neu
2642,ltj,False,Neu
2643,luck,True,Pos
2644,luscious,False,Neu
2645,macgyver,False,Neu
2646,magic,False,Neu
2647,malia,False,Neu
2648,mandoline,False,Neu
2649,manhattan,False,Neu
2650,manual,False,Neu
2651,manufacturer,False,Neu
2652,maria,False,Neu
2653,mark,False,Neu
2654,married,False,Neu
2655,mason,False,Neu
2656,masterful,False,Neu
2657,mathers,False,Neu
2658,matured,False,Neu
2659,maturity,False,Neu
2660,mcr,False,Neu
2661,meditation,False,Neu
2662,medium,False,Neu
2663,mel,False,Neu
2664,mellow,False,Neu
2665,melodic,False,Neu
2666,member,False,Neu
2667,memoir,False,Neu
2668,memoirs,False,Neu
2669,memorable,False,Neu
2670,merlin,False,Neu
2671,messages,False,Neu
2672,meyer,False,Neu
2673,mic,False,Neu
2674,mickey,False,Neu
2675,microphone,False,Neu
2676,mid,False,Neu
2677,middle,False,Neu
2678,midnight,False,Neu
2679,mimi,False,Neu
2680,minerals,False,Neu
2681,misleading,True,Neg
2682,missed,True,Neg
2683,missions,False,Neu
2684,mm,False,Neu
2685,modest,False,Neu
2686,molded,False,Neu
2687,monkey,False,Neu
2688,moods,False,Neu
2689,mortal,False,Neu
2690,mossie,False,Neu
2691,mouth,False,Neu
2692,moved,False,Neu
2693,movements,False,Neu
2694,movin,False,Neu
2695,mrs,False,Neu
2696,multi,False,Neu
2697,musicians,False,Neu
2698,mysterious,False,Neu
2699,name,False,Neu
2700,nation,False,Neu
2701,national,False,Neu
2702,native,False,Neu
2703,navy,False,Neu
2704,near,False,Neu
2705,neatly,True,Pos
2706,nephew,False,Neu
2707,nervous,True,Neg
2708,nintendo,False,Neu
2709,noises,False,Neu
2710,noisy,True,Neg
2711,nominated,False,Neu
2712,note,False,Neu
2713,notes,False,Neu
2714,novelist,False,Neu
2715,novice,False,Neu
2716,nsync,False,Neu
2717,nut,False,Neu
2718,nylon,False,Neu
2719,obviously,False,Neu
2720,occasional,False,Neu
2721,occassion,False,Neu
2722,offered,False,Neu
2723,ohm,False,Neu
2724,okay,True,Pos
2725,online,False,Neu
2726,opened,False,Neu
2727,operation,False,Neu
2728,opinions,False,Neu
2729,ordering,False,Neu
2730,organized,False,Neu
2731,ownership,False,Neu
2732,pacino,False,Neu
2733,paint,False,Neu
2734,paintings,False,Neu
2735,pairing,False,Neu
2736,paradise,True,Pos
2737,parties,True,Pos
2738,partying,True,Pos
2739,pasta,False,Neu
2740,patches,False,Neu
2741,patricia,False,Neu
2742,pattern,False,Neu
2743,patterson,False,Neu
2744,peaceful,True,Pos
2745,peanuts,False,Neu
2746,percussion,False,Neu
2747,performers,False,Neu
2748,performs,False,Neu
2749,phantom,False,Neu
2750,phil,False,Neu
2751,philip,False,Neu
2752,photo,False,Neu
2753,picked,False,Neu
2754,pics,False,Neu
2755,pie,False,Neu
2756,pigs,False,Neu
2757,pirate,False,Neu
2758,pit,False,Neu
2759,pitt,False,Neu
2760,pizelle,False,Neu
2761,plans,False,Neu
2762,pleasures,True,Pos
2763,pliers,False,Neu
2764,plum,False,Neu
2765,pod,False,Neu
2766,political,False,Neu
2767,pond,False,Neu
2768,portable,False,Neu
2769,positive,True,Pos
2770,positively,True,Pos
2771,possibly,False,Neu
2772,ppv,False,Neu
2773,prayer,False,Neu
2774,predictable,False,Neu
2775,preformance,False,Neu
2776,presented,False,Neu
2777,pressing,False,Neu
2778,prettiest,True,Pos
2779,prime,False,Neu
2780,princess,False,Neu
2781,printer,False,Neu
2782,prints,False,Neu
2783,processor,False,Neu
2784,producing,False,Neu
2785,programs,False,Neu
2786,prominent,True,Pos
2787,promise,True,Pos
2788,promote,True,Pos
2789,protection,False,Neu
2790,provide,False,Neu
2791,provided,False,Neu
2792,providing,False,Neu
2793,provoking,True,Neg
2794,pulling,False,Neu
2795,pullman,False,Neu
2796,puppets,False,Neu
2797,quicker,False,Neu
2798,quiet,False,Neu
2799,quilters,False,Neu
2800,quirky,False,Neu
2801,quot;-,False,Neu
2802,quote,False,Neu
2803,rachel,False,Neu
2804,racing,False,Neu
2805,ranks,False,Neu
2806,rap,False,Neu
2807,rapper,False,Neu
2808,raspberry,False,Neu
2809,raw,False,Neu
2810,razor,False,Neu
2811,reach,True,Pos
2812,realistic,False,Neu
2813,receive,False,Neu
2814,receiver,False,Neu
2815,recommends,True,Pos
2816,refer,False,Neu
2817,regarding,False,Neu
2818,region,False,Neu
2819,regular,False,Neu
2820,regularly,False,Neu
2821,rejar,False,Neu
2822,rejoice,True,Pos
2823,related,False,Neu
2824,relaxed,True,Pos
2825,released,False,Neu
2826,reliable,False,Neu
2827,remarkable,True,Pos
2828,remastered,False,Neu
2829,reminded,False,Neu
2830,removable,False,Neu
2831,rendition,False,Neu
2832,repeat,False,Neu
2833,repeats,False,Neu
2834,reread,False,Neu
2835,rescue,True,Pos
2836,resist,False,Neu
2837,retail,False,Neu
2838,retractable,False,Neu
2839,return,False,Neu
2840,reviewer,False,Neu
2841,reviewers,False,Neu
2842,rewarded,True,Pos
2843,rewarding,True,Pos
2844,rhino,False,Neu
2845,rhyming,False,Neu
2846,rhythm,False,Neu
2847,rio,False,Neu
2848,rip,False,Neu
2849,roast,False,Neu
2850,robert,False,Neu
2851,robin,False,Neu
2852,rod,False,Neu
2853,rollers,False,Neu
2854,romances,True,Pos
2855,roomy,False,Neu
2856,rounded,False,Neu
2857,row,False,Neu
2858,royal,False,Neu
2859,rubber,False,Neu
2860,ryan,False,Neu
2861,sachar,False,Neu
2862,sahale,False,Neu
2863,sail,False,Neu
2864,sailor,False,Neu
2865,sam,False,Neu
2866,sampler,False,Neu
2867,sandra,False,Neu
2868,santa,False,Neu
2869,sarah,False,Neu
2870,savage,True,Neg
2871,savannah,False,Neu
2872,savour,False,Neu
2873,scanpan,False,Neu
2874,scripture,False,Neu
2875,seal,False,Neu
2876,seals,False,Neu
2877,sean,False,Neu
2878,section,False,Neu
2879,security,True,Pos
2880,selections,False,Neu
2881,sensitivity,False,Neu
2882,separate,False,Neu
2883,seperate,False,Neu
2884,sequence,False,Neu
2885,session,False,Neu
2886,shadow,False,Neu
2887,shatner,False,Neu
2888,shave,False,Neu
2889,shelf,False,Neu
2890,shell,False,Neu
2891,sherlock,False,Neu
2892,shooter,False,Neu
2893,shrink,False,Neu
2894,shyamalan,False,Neu
2895,significant,True,Pos
2896,signs,False,Neu
2897,silence,False,Neu
2898,silverstein,False,Neu
2899,simon,False,Neu
2900,simpsons,False,Neu
2901,singin,False,Neu
2902,sitcom,False,Neu
2903,site,False,Neu
2904,skeptical,True,Neg
2905,skills,False,Neu
2906,skirt,False,Neu
2907,sliced,False,Neu
2908,slick,False,Neu
2909,slickers,False,Neu
2910,slight,False,Neu
2911,slip,False,Neu
2912,snack,False,Neu
2913,sneakers,False,Neu
2914,sniper,False,Neu
2915,snl,False,Neu
2916,social,False,Neu
2917,software,False,Neu
2918,sold,False,Neu
2919,soldier,False,Neu
2920,solve,True,Pos
2921,sometime,False,Neu
2922,somewhat,False,Neu
2923,sonny,False,Neu
2924,sophisticated,True,Pos
2925,sorry,True,Neg
2926,sounded,False,Neu
2927,spanish,False,Neu
2928,sparkly,False,Neu
2929,sparks,False,Neu
2930,sparta,False,Neu
2931,spears,False,Neu
2932,spectrum,False,Neu
2933,speed,False,Neu
2934,spice,False,Neu
2935,spices,False,Neu
2936,spotting,False,Neu
2937,spray,False,Neu
2938,sr,False,Neu
2939,stainless,False,Neu
2940,standards,False,Neu
2941,state,False,Neu
2942,stations,False,Neu
2943,steamer,False,Neu
2944,steering,False,Neu
2945,stellar,False,Neu
2946,step,False,Neu
2947,stephanie,False,Neu
2948,stick,False,Neu
2949,stocking,False,Neu
2950,storm,False,Neu
2951,storyteller,False,Neu
2952,stove,False,Neu
2953,strength,True,Pos
2954,studios,False,Neu
2955,stuffer,False,Neu
2956,substitutions,False,Neu
2957,subtitles,False,Neu
2958,successfully,True,Pos
2959,suction,False,Neu
2960,suggestions,False,Neu
2961,suitable,False,Neu
2962,sunrise,False,Neu
2963,superman,False,Neu
2964,supplement,False,Neu
2965,survival,False,Neu
2966,survive,False,Neu
2967,survived,True,Pos
2968,suspenseful,False,Neu
2969,swan,False,Neu
2970,switch,False,Neu
2971,tales,False,Neu
2972,tape,False,Neu
2973,tarantino,False,Neu
2974,teacher,False,Neu
2975,teaches,False,Neu
2976,team,False,Neu
2977,tears,True,Neg
2978,technical,False,Neu
2979,tedious,False,Neu
2980,teeth,False,Neu
2981,teller,False,Neu
2982,thankfully,True,Pos
2983,theft,False,Neu
2984,themselves,False,Neu
2985,theory,False,Neu
2986,therapy,False,Neu
2987,therefore,False,Neu
2988,thinking,False,Neu
2989,thoughtfully,True,Pos
2990,thru,False,Neu
2991,ticket,False,Neu
2992,tidy,False,Neu
2993,tim,False,Neu
2994,timer,False,Neu
2995,timing,False,Neu
2996,tips,False,Neu
2997,tired,True,Neg
2998,todays,False,Neu
2999,tom,False,Neu
3000,toro,False,Neu
3001,tour,False,Neu
3002,tours,False,Neu
3003,toward,False,Neu
3004,towels,False,Neu
3005,toyota,False,Neu
3006,tradition,False,Neu
3007,train,False,Neu
3008,trance,False,Neu
3009,transformers,False,Neu
3010,transport,False,Neu
3011,trek,False,Neu
3012,tremendous,False,Neu
3013,tribal,False,Neu
3014,tricks,True,Neg
3015,tricky,True,Neg
3016,trike,False,Neu
3017,trimmer,False,Neu
3018,trio,False,Neu
3019,tripod,False,Neu
3020,trumpet,False,Neu
3021,tweezers,False,Neu
3022,typical,False,Neu
3023,uk,False,Neu
3024,ulysses,False,Neu
3025,understanding,False,Neu
3026,understood,False,Neu
3027,underwater,False,Neu
3028,universe,False,Neu
3029,unrealistic,False,Neu
3030,updated,False,Neu
3031,urge,False,Neu
3032,usual,False,Neu
3033,valeo,False,Neu
3034,valve,False,Neu
3035,vegas,False,Neu
3036,verbatim,False,Neu
3037,vibrant,True,Pos
3038,victor,False,Neu
3039,viewpoint,False,Neu
3040,vision,True,Pos
3041,visuals,False,Neu
3042,vitamin,True,Pos
3043,von,False,Neu
3044,waited,False,Neu
3045,waiting,False,Neu
3046,walking,False,Neu
3047,wallace,False,Neu
3048,walt,False,Neu
3049,warning,True,Neg
3050,warren,False,Neu
3051,wash,False,Neu
3052,waste,True,Neg
3053,wasted,True,Neg
3054,wave,False,Neu
3055,wax,False,Neu
3056,website,False,Neu
3057,weird,True,Neg
3058,weren,False,Neu
3059,werewolf,False,Neu
3060,western,False,Neu
3061,wheels,False,Neu
3062,whenever,False,Neu
3063,wherever,False,Neu
3064,whey,False,Neu
3065,wholesome,False,Neu
3066,willis,False,Neu
3067,willy,False,Neu
3068,wilton,False,Neu
3069,win,True,Pos
3070,wind,False,Neu
3071,wing,False,Neu
3072,winners,True,Pos
3073,wins,True,Pos
3074,wishes,True,Pos
3075,wishing,True,Pos
3076,witches,False,Neu
3077,within,False,Neu
3078,wooden,False,Neu
3079,workouts,False,Neu
3080,workshop,False,Neu
3081,worn,True,Neg
3082,worship,True,Pos
3083,wrist,False,Neu
3084,writen,False,Neu
3085,writers,False,Neu
3086,wynonna,False,Neu
3087,y,False,Neu
3088,ya,False,Neu
3089,yard,False,Neu
3090,yeller,False,Neu
3091,yellow,False,Neu
3092,yesterday,False,Neu
3093,yo,False,Neu
3094,yogananda,False,Neu
3095,younger,False,Neu
3096,youthful,True,Pos
3097,yummy,True,Pos
3098,zero,False,Neu
3099,zoom,False,Neu
3100,zulu,False,Neu
3101,~,False,Neu
3102,-$,False,Neu
3103,---,False,Neu
3104,----,False,Neu
3105,.&apos,False,Neu
3106,.......,False,Neu
3107,........,False,Neu
3108,.........,False,Neu
3109,...........,False,Neu
3110,............,False,Neu
3111,./,False,Neu
3112,01,False,Neu
3113,05,False,Neu
3114,1000,False,Neu
3115,100th,False,Neu
3116,101,False,Neu
3117,1011,False,Neu
3118,109,False,Neu
3119,10ps,False,Neu
3120,1111,False,Neu
3121,120,False,Neu
3122,13,False,Neu
3123,14,False,Neu
3124,150,False,Neu
3125,15a,False,Neu
3126,1800,False,Neu
3127,1891,False,Neu
3128,1917,False,Neu
3129,192,False,Neu
3130,1930s,False,Neu
3131,1939,False,Neu
3132,1940,False,Neu
3133,1950,False,Neu
3134,1950s,False,Neu
3135,1951,False,Neu
3136,1957,False,Neu
3137,1960,False,Neu
3138,1965,False,Neu
3139,1971,False,Neu
3140,1974,False,Neu
3141,1978,False,Neu
3142,1979,False,Neu
3143,1980,False,Neu
3144,1993,False,Neu
3145,1996,False,Neu
3146,1997,False,Neu
3147,1mp,False,Neu
3148,1s,False,Neu
3149,1st,False,Neu
3150,200,False,Neu
3151,2007,False,Neu
3152,2008,False,Neu
3153,2011,False,Neu
3154,20th,False,Neu
3155,22,False,Neu
3156,26x1,False,Neu
3157,28,False,Neu
3158,280,False,Neu
3159,2it,False,Neu
3160,2pac,False,Neu
3161,2x,False,Neu
3162,30d,False,Neu
3163,32,False,Neu
3164,35,False,Neu
3165,36,False,Neu
3166,375,False,Neu
3167,3yr,False,Neu
3168,4000,False,Neu
3169,42,False,Neu
3170,4mo,False,Neu
3171,4yr,False,Neu
3172,500,False,Neu
3173,51,False,Neu
3174,510,False,Neu
3175,512,False,Neu
3176,57a,False,Neu
3177,5month,False,Neu
3178,5th,False,Neu
3179,60s,False,Neu
3180,6mp,False,Neu
3181,6th,False,Neu
3182,70s,False,Neu
3183,71,False,Neu
3184,711ac,False,Neu
3185,75,False,Neu
3186,7hi,False,Neu
3187,7th,False,Neu
3188,89,False,Neu
3189,8mounths,False,Neu
3190,90degree,False,Neu
3191,97,False,Neu
3192,:(,True,Neg
3193,:],True,Pos
3194,@,False,Neu
3195,a1,False,Neu
3196,a2,False,Neu
3197,aaa,False,Neu
3198,ab,False,Neu
3199,aback,False,Neu
3200,abba,False,Neu
3201,abby,False,Neu
3202,abigail,False,Neu
3203,abnormal,False,Neu
3204,abortion,False,Neu
3205,above,False,Neu
3206,absolut,False,Neu
3207,absolutly,False,Neu
3208,absouletly,False,Neu
3209,absoutely,False,Neu
3210,abuse,True,Neg
3211,ac3,False,Neu
3212,access,False,Neu
3213,accessories,False,Neu
3214,accompany,False,Neu
3215,accompanying,False,Neu
3216,accomplish,True,Pos
3217,accomplished,True,Pos
3218,account,False,Neu
3219,accountant,False,Neu
3220,accumulated,False,Neu
3221,ace,False,Neu
3222,acknowledged,False,Neu
3223,acoustic,False,Neu
3224,acoustics,False,Neu
3225,act,False,Neu
3226,actions,False,Neu
3227,active,True,Pos
3228,actresses,False,Neu
3229,actuall,False,Neu
3230,acustico,False,Neu
3231,ad,False,Neu
3232,adaptation,False,Neu
3233,adaptations,False,Neu
3234,adapted,False,Neu
3235,adapter,False,Neu
3236,addict,False,Neu
3237,addicted,False,Neu
3238,addicting,False,Neu
3239,addiction,False,Neu
3240,additionally,False,Neu
3241,adjustments,False,Neu
3242,admirable,True,Pos
3243,admired,True,Pos
3244,adopted,False,Neu
3245,adopting,False,Neu
3246,adored,True,Pos
3247,adores,True,Pos
3248,advantage,True,Pos
3249,advantages,True,Pos
3250,adventuring,True,Pos
3251,adversary,True,Neg
3252,advertising,False,Neu
3253,advise,False,Neu
3254,aerator,False,Neu
3255,affectionate,True,Pos
3256,affects,False,Neu
3257,afraid,False,Neu
3258,african,False,Neu
3259,afterwards,False,Neu
3260,against,False,Neu
3261,agents,False,Neu
3262,agility,False,Neu
3263,ahhhh,False,Neu
3264,ai,False,Neu
3265,aileen,False,Neu
3266,ain,False,Neu
3267,aired,False,Neu
3268,airplane,False,Neu
3269,akira,False,Neu
3270,akkad,False,Neu
3271,alba,False,Neu
3272,albim,False,Neu
3273,alblum,False,Neu
3274,alcoholic,False,Neu
3275,alcott,False,Neu
3276,aldebaran,False,Neu
3277,aldous,False,Neu
3278,alex,False,Neu
3279,alexander,False,Neu
3280,algebra,False,Neu
3281,alien,False,Neu
3282,alley,False,Neu
3283,alllllmost,False,Neu
3284,allow,True,Pos
3285,allowing,False,Neu
3286,allthough,False,Neu
3287,allure,False,Neu
3288,alma,False,Neu
3289,almeiraz,False,Neu
3290,alos,False,Neu
3291,alt,False,Neu
3292,alter,False,Neu
3293,altered,False,Neu
3294,alternatives,False,Neu
3295,alto,False,Neu
3296,alvin,False,Neu
3297,alzheimers,False,Neu
3298,amanda,False,Neu
3299,amante,False,Neu
3300,amateur,False,Neu
3301,amateurish,False,Neu
3302,amazement,True,Pos
3303,amazes,True,Pos
3304,ambiguities,False,Neu
3305,americana,False,Neu
3306,amor,True,Pos
3307,amore,False,Neu
3308,amplification,False,Neu
3309,amplifier,False,Neu
3310,amply,False,Neu
3311,amused,True,Pos
3312,analysis,False,Neu
3313,ancenstory,False,Neu
3314,andau,False,Neu
3315,anderson,False,Neu
3316,andrea,False,Neu
3317,andreas,False,Neu
3318,andrew,False,Neu
3319,angels,False,Neu
3320,anno,False,Neu
3321,announce,False,Neu
3322,anson,False,Neu
3323,answer,False,Neu
3324,answers,False,Neu
3325,anteitam,False,Neu
3326,anthemic,False,Neu
3327,anti,True,Neg
3328,anxiously,True,Neg
3329,anyday,False,Neu
3330,apart,False,Neu
3331,apocalypse,False,Neu
3332,apocalyptic,True,Neg
3333,apollo,False,Neu
3334,apos;&quot,False,Neu
3335,app,False,Neu
3336,apparent,False,Neu
3337,appear,False,Neu
3338,appeared,False,Neu
3339,applaud,True,Pos
3340,apple,False,Neu
3341,apples,False,Neu
3342,appliances,False,Neu
3343,applicable,False,Neu
3344,applies,False,Neu
3345,apply,False,Neu
3346,applying,False,Neu
3347,appointments,False,Neu
3348,appreciation,True,Pos
3349,appropriate,False,Neu
3350,arabian,False,Neu
3351,arch,False,Neu
3352,arches,False,Neu
3353,architecture,False,Neu
3354,areas,False,Neu
3355,aretha,False,Neu
3356,argh,False,Neu
3357,arguably,True,Neg
3358,argue,True,Neg
3359,argument,True,Neg
3360,ariel,False,Neu
3361,arise,False,Neu
3362,army,False,Neu
3363,arnie,False,Neu
3364,aroma,False,Neu
3365,arrangement,False,Neu
3366,arrasando,False,Neu
3367,array,False,Neu
3368,arrive,False,Neu
3369,arrived10,False,Neu
3370,arrow,False,Neu
3371,arthritic,False,Neu
3372,arthurian,False,Neu
3373,article,False,Neu
3374,articles,False,Neu
3375,artis,False,Neu
3376,artsy,False,Neu
3377,asap,False,Neu
3378,ash,False,Neu
3379,ashamed,True,Neg
3380,ashwells,False,Neu
3381,aside,False,Neu
3382,asked,False,Neu
3383,aspects,False,Neu
3384,assassins,False,Neu
3385,assemblage,False,Neu
3386,assertiveness,False,Neu
3387,assigned,False,Neu
3388,assignments,False,Neu
3389,assumption,False,Neu
3390,assumptions,False,Neu
3391,assure,True,Pos
3392,assured,True,Pos
3393,assures,True,Pos
3394,assuring,True,Pos
3395,astonishing,False,Neu
3396,aswell,False,Neu
3397,atkinson,False,Neu
3398,atory,False,Neu
3399,attached,False,Neu
3400,attachments,True,Pos
3401,attempt,False,Neu
3402,attend,False,Neu
3403,attendants,False,Neu
3404,attic,False,Neu
3405,attire,False,Neu
3406,attitude,False,Neu
3407,attitudes,False,Neu
3408,attraction,True,Pos
3409,attractive,True,Pos
3410,audacious,True,Pos
3411,audiobook,False,Neu
3412,augustine,False,Neu
3413,aunt,False,Neu
3414,aussues,False,Neu
3415,australian,False,Neu
3416,authentic,False,Neu
3417,authored,False,Neu
3418,authorship,False,Neu
3419,authur,False,Neu
3420,autobiogrfie,False,Neu
3421,autofocus,False,Neu
3422,availble,False,Neu
3423,avalon,False,Neu
3424,avenue,False,Neu
3425,avid,True,Pos
3426,avon,False,Neu
3427,awaited,True,Neg
3428,awakened,False,Neu
3429,awarness,False,Neu
3430,awesom,False,Neu
3431,awesone,False,Neu
3432,awoke,False,Neu
3433,awya,False,Neu
3434,aykroyd,False,Neu
3435,babes,False,Neu
3436,babies,False,Neu
3437,babyish,False,Neu
3438,bach,False,Neu
3439,backdrop,False,Neu
3440,backpack,False,Neu
3441,backup,False,Neu
3442,baddies,False,Neu
3443,badham,False,Neu
3444,bail,False,Neu
3445,bails,False,Neu
3446,bake,False,Neu
3447,bakers,False,Neu
3448,bakes,False,Neu
3449,baking,False,Neu
3450,balkan,False,Neu
3451,balloon,False,Neu
3452,ballroom,False,Neu
3453,balm,False,Neu
3454,bans,False,Neu
3455,barbra,False,Neu
3456,bargin,False,Neu
3457,baritone,False,Neu
3458,barker,False,Neu
3459,barkin,False,Neu
3460,barometers,False,Neu
3461,baroque,False,Neu
3462,base,False,Neu
3463,basically,False,Neu
3464,basics,False,Neu
3465,bat,False,Neu
3466,batch,False,Neu
3467,batches,False,Neu
3468,bates,False,Neu
3469,bath,False,Neu
3470,bathrooms,False,Neu
3471,batter,False,Neu
3472,bb,False,Neu
3473,bc,False,Neu
3474,beachum,False,Neu
3475,beagling,False,Neu
3476,beam,False,Neu
3477,bears,False,Neu
3478,beaten,True,Neg
3479,beating,True,Neg
3480,beautful,False,Neu
3481,beaver,False,Neu
3482,becomes,False,Neu
3483,becoming,False,Neu
3484,bedtime,False,Neu
3485,bee,False,Neu
3486,beech,False,Neu
3487,begging,False,Neu
3488,beggining,False,Neu
3489,beleive,False,Neu
3490,belief,False,Neu
3491,believes,False,Neu
3492,belize,False,Neu
3493,belkin,False,Neu
3494,bell,False,Neu
3495,bellflower,False,Neu
